PartNo,Freq,TotalQty,PartName,BoxType,CubM,UnitLabelQt,ModuleSizeL,ModuleSizeV,ModuleSizeH,VolumePerPiece,Volume,Viscosity,Rank,Category
DN3237YA3,711,7100,COMPR ASY AIR,4C62-,0.12,10,480,560,480,0.012,85.2,77.0282095755999,432,Low
DP5756930,176,17600,"DAMPER-LID STAY,RH",4C046,0.03,100,240,560,240,3e-04,5.28,76.5941686205071,433,Low
DN3251580A,175,5600,LAMP-H/MT STOP,IZ20X,0.03,32,400,300,300,0.0009375,5.25,76.3762615825973,434,Low
9XF03923AG,58,92640,BOLT&WSHR,8AJ16,0.01,1600,280,240,240,6.25e-06,0.579,76.2234692936314,435,Low
EG2161205A,58,86969,NUT,4B023,0.01,1500,240,280,240,6.66666666666667e-06,0.579793333333333,76.1713030171312,436,Low
DR7867B21,58,6960,BRKT,4H53--,0.01,120,280,480,120,8.33333333333333e-05,0.58,76.1577310586391,437,Low
DK4351146A,25,10000,FASTENER-LAMP,IXXXX,0.00432,400,240,150,120,1.08e-05,0.108,76.0725774312731,438,Low
994500612,23,39100,BOLT,4A153,0.004032,1700,240,140,120,2.37176470588235e-06,0.092736,75.5272472645805,439,Low
D65168301A,23,39100,STRAP-HANGER,4A033,0.004032,1700,240,140,120,2.37176470588235e-06,0.092736,75.5272472645805,440,Low
DR61664H0,114,17100,SW-HAZARD,4C026,0.02,150,370,290,250,0.000133333333333333,2.28,75.4983443527075,441,Low
D06142235,56,83946,CLIP,4B021,0.01,1500,240,280,240,6.66666666666667e-06,0.55964,74.8572128506961,442,Low
DK5163YE3,45,76462,RET RR ST BK TRIM,4B--,0.008064,1700,280,240,120,4.74352941176471e-06,0.362699745882353,74.7203483835832,443,Low
C20317495,45,6750,PLUG,5B43,0.008064,150,280,240,120,5.376e-05,0.36288,74.7017880833996,444,Low
D65167519,55,55000,CLIP,4B031,0.01,1000,240,280,240,1e-05,0.55,74.1619848709566,445,Low
GJ6A42252A,55,41250,RING-O,4B023,0.01,750,240,280,240,1.33333333333333e-05,0.55,74.1619848709566,446,Low
DK5166YH1,328,23615,SW ASY HD LP DMR,4I61,0.06,72,560,480,240,0.000833333333333333,19.6791666666667,73.9384754911166,447,Low
9XG00092X3,44,101117,SCREW & WSHR 4.8X19,8AD16,0.008064,2300,280,240,120,3.50608695652174e-06,0.354524994782609,73.8974150335389,448,Low
9XG00185X0,22,19800,FASTENER 8X20 PSH,8AD32,0.004032,900,240,140,120,4.48e-06,0.088704,73.8671050356599,449,Low
DK5157KC0A,109,22890,SENS SIDE-IMPACT,Z2023,0.02,210,360,240,250,9.52380952380952e-05,2.18,73.824115301167,450,Low
D65155225,163,43032,COVER-HOLE,4C95X,0.03,264,240,560,240,0.000113636363636364,4.89,73.7111479583199,451,Low
DK4951580F,159,5053,LAMP-H/MT STOP,M140,0.03,32,400,300,300,0.0009375,4.7371875,73.0527950514748,452,Low
9XF003312M,43,7310,BOLT,8AM14,0.008064,170,280,240,120,4.74352941176471e-05,0.346752,73.022881823722,453,Low
9XG09047X0,43,7740,CLIP,8AB12,0.008064,180,280,240,120,4.48e-05,0.346752,73.022881823722,454,Low
DN2813382A,158,3130,INSULATOR-HEAT,4C--,0.03,20,240,560,240,0.0015,4.695,72.9187623310592,455,Low
DP763298002,629,3774,BOSS ASSY-STEER,4B40,0.12,6,480,560,480,0.02,75.48,72.3993554299116,456,Low
BN8V72608,5,10000,"PROTECTOR-CHAN,RH",4A-,0.001,2000,100,100,100,5e-07,0.005,70.7106781186548,457,Low
DR7751721,20,3000,ORNAMENT,4B33--,0.004032,150,240,140,120,2.688e-05,0.08064,70.4295212273764,458,Low
BN8V68AD2,146,43800,CLIP,4C032,0.03,300,240,560,240,1e-04,4.38,69.7614984548545,459,Low
DK4966938,298,45742,ANT-COIL,4I--,0.06,150,540,350,360,4e-04,18.2968,69.6672541419627,460,Low
DK4373YA4A91,145,6960,CVR ASY-RR DR WDO I,4H-,0.03,48,240,560,240,0.000625,4.35,69.5221787153807,461,Low
GAL169470B30,289,11560,HANDLE-ASSIST,4I056,0.06,40,480,560,240,0.0015,17.34,69.4022093788567,462,Low
TD1156694,48,288000,FASTENER,4B024,0.01,6000,240,280,240,1.66666666666667e-06,0.48,69.2820323027551,463,Low
DN3466350,584,37779,SW-P/W MAIN,4Z3047,0.12,63,480,560,480,0.0019047619047619,71.96,68.8441860772758,464,Low
D20450896A,19,38000,FASTENER-WINDOW,4AXXX,0.004032,2000,240,140,120,2.016e-06,0.076608,68.6462059206595,465,Low
D20550896A,19,38000,FASTENER-WINDOW,4A082,0.004032,2000,240,140,120,2.016e-06,0.076608,68.6462059206595,466,Low
C23556862,46,36800,KNOB-FILLER,4B016,0.01,800,240,280,240,1.25e-05,0.46,67.8232998312527,467,Low
D20167H51,276,82800,COVER-HOLE,4I053,0.06,300,480,560,240,2e-04,16.56,67.8232998312527,468,Low
C20140081,46,7825,BRKT-HANGER,4B76X,0.01,170,240,280,240,5.88235294117647e-05,0.460294117647059,67.8016275827904,469,Low
9XG03168X3,29,174000,SCREW 5X12 PAN FLNG,8AD53,0.006384,6000,240,190,140,1.064e-06,0.185136,67.398861387198,470,Low
9XG117312M,44,85840,BOLT&WSHR M6X12 HX,8AE53,0.01,2000,240,240,240,5e-06,0.4292,67.161876195993,471,Low
DK4950YH1D95,575,45958,RET W SHLD O S UPR,Z82-J,0.13,80,970,570,250,0.001625,74.68175,66.5365995169282,472,Low
DF7532980C02,381,1905,BOSS ASSY-STEER,4STW,0.09,5,390,390,620,0.018,34.29,65.0640709864771,473,Low
D65255210,504,5040,"PANEL ASSY,CTR",4-B40,0.12,10,480,560,480,0.012,60.48,64.8074069840786,474,Low
DN3217530,42,25200,BREATHER ASSY,5BU11,0.01,600,240,280,240,1.66666666666667e-05,0.42,64.8074069840786,475,Low
9XG136250L,33,108900,NUT CLIP M6X0 65-1,8AD16,0.008064,3300,280,240,120,2.44363636363636e-06,0.266112,63.9707894648949,476,Low
DK4950YH2D95,571,45679,RET W SHLD O S UPR,Z82-J,0.14,80,980,580,260,0.00175,79.93825,63.8643931799273,477,Low
DJ3534111,241,48174,STOP-BUMP,4I051,0.06,200,480,560,240,3e-04,14.4522,63.3942781543056,478,Low
DN345933068,481,46175,HANDLE ASSY-IN.LH,4I62-,0.12,96,480,560,480,0.00125,57.71875,63.3120852663124,479,Low
DN345833068,480,46080,HANDLE ASSY-IN.RH,4I63--,0.12,96,480,560,480,0.00125,57.6,63.2455532033676,480,Low
DN2443490A,476,7135,HOSE ASSY-VACUUM,4I041,0.12,15,480,560,480,0.008,57.08,63.0035426863453,481,Low
997350510,16,16000,SCREW-TAPPING,3A112,0.004032,1000,240,140,120,4.032e-06,0.064512,62.9940788348712,482,Low
9XF05142AF,32,83200,SCREW M5X12 HF -0-,8AE14,0.008064,2600,280,240,120,3.10153846153846e-06,0.258048,62.9940788348712,483,Low
DK496466091,237,3555,RECPT ASY-CNSL PNL ASH,4I023,0.06,15,480,560,240,0.004,14.22,62.8490254498827,484,Low
D65142462A,129,43100,STOPPER,4B026,0.03,300,240,560,240,1e-04,4.31,62.1371135608224,485,Low
DK4361ZB1,226,45180,SE VEN AIR INLT DCT,4I35--,0.06,200,560,480,240,3e-04,13.554,61.3867581089189,486,Low
D65151440A,113,22600,LAMP-CARGO ROOM,4C045,0.03,200,240,560,240,0.00015,3.39,61.3731754650732,487,Low
LC6269261B75,112,67200,ADAPTER-CTR,4C041,0.03,600,240,560,240,5e-05,3.36,61.1010092660779,488,Low
DK5151146,15,150000,FASTENER-LAMP,4C--,0.004032,10000,240,140,120,4.032e-07,0.06048,60.9937545592833,489,Low
DN2809010E,37,740,KEY SET,IB-,0.01,20,400,300,120,5e-04,0.37,60.8276253029822,490,Low
DN63675D0,221,19890,KEYLESS COMPT,4I063,0.06,90,480,560,240,0.000666666666666667,13.26,60.6904715201104,491,Low
9XG02815X3,29,145000,NUT SPG 4.8X0.9-2 U,8AC14,0.008064,5000,280,240,120,1.6128e-06,0.233856,59.9685764274104,492,Low
DK4966600,104,20798,SW-RMT MIRROR,4Q-,0.03,200,240,560,240,0.00015,3.1197,58.8812366722572,493,Low
DN2809010C,68,1360,KEY SET,IZ15,0.02,20,380,300,210,0.001,1.36,58.309518948453,494,Low
DN2456620B,98,3480,LATCH ASSY-BONNET,"",0.03,36,280,480,240,0.000833333333333333,2.9,57.547581512441,495,Low
DN3215YA1,33,32996,PLG HSG THERMO,Z20-J,0.01,1000,270,250,230,1e-05,0.32996,57.4491083350362,496,Low
BC0117640,33,7722,SWITCH;BACK UP LAMP,4HXXX,0.01,234,240,280,240,4.27350427350427e-05,0.33,57.4456264653803,497,Low
DK4966151,33,3960,SWITCH-IGNITION,4B71--,0.01,120,240,280,240,8.33333333333333e-05,0.33,57.4456264653803,498,Low
9XG14956AJ,26,64252,SCREW 4X14 PC TIR,8A-,0.008064,2500,280,240,120,3.2256e-06,0.2072512512,57.1116578851358,499,Low
994500820,13,9100,BOLT,4A012,0.004032,700,240,140,120,5.76e-06,0.052416,56.7820953224372,500,Low
9XF005212M,26,7800,SCREW,8AD54,0.008064,300,280,240,120,2.688e-05,0.209664,56.7820953224372,501,Low
9XG032462M,26,7800,CLIP,8FXXX,0.008064,300,280,240,120,2.688e-05,0.209664,56.7820953224372,502,Low
DF7843481A,32,3200,HOSE-VACUUM,4B032,0.01,100,240,280,240,1e-04,0.32,56.5685424949238,503,Low
DN6439070,96,768,RUB-E/MTG;#4,4C033,0.03,8,240,560,240,0.00375,2.88,56.5685424949238,504,Low
Y60118371B,32,384,BRKT-ALT,4B58--,0.01,12,240,280,240,0.000833333333333333,0.32,56.5685424949238,505,Low
9XG10706X3,25,48920,STUD,8AA25,0.008064,2000,280,240,120,4.032e-06,0.19724544,56.2906835949383,506,Low
D65141920B,95,4560,CYLINDER ASSY-REL,4QXXX,0.03,48,240,560,240,0.000625,2.85,56.2731433871138,507,Low
DN4851180B,377,6032,"HOUSING ASSY,LH",4D--J,0.12,16,560,450,480,0.0075,45.24,56.0505724026675,508,Low
DN4851170B,376,6016,"HOUSING ASSY,RH",4D--J,0.12,16,560,450,480,0.0075,45.12,55.9761854124889,509,Low
DK4956YB1A,373,44755,FUN FU FILL,4I35,0.12,120,480,560,480,0.001,44.755,55.7555431714821,510,Low
FNF119880B,185,37000,GAGE-OIL LEVEL,4E,0.06,200,240,1120,240,3e-04,11.1,55.5277708298589,511,Low
9XG02686X0,92,184000,PLUG 19.0X2.0X3.5,8DA21,0.03,2000,280,480,240,1.5e-05,2.76,55.3774924194538,512,Low
DN321886ZB,91,7280,SENS SUBASSY-OXYGEN,4Q-,0.03,80,430,320,230,0.000375,2.73,55.075705472861,513,Low
W02343635A,11,3981,CLIP-FLEXIBLE HOSE,4A10X,0.004032,400,240,140,120,1.008e-05,0.04012848,54.9118822190064,514,Low
9XG00876X7,24,33598,NUT U SPG,8AC44,0.008064,1400,280,240,120,5.76e-06,0.19352448,54.5560962765025,515,Low
D651664H0,89,24030,SW-HAZARD,4B95,0.03,270,240,560,240,0.000111111111111111,2.67,54.4671154612273,516,Low
9XG03063X0,87,87000,PLUG 40X0.7-3.0 PNL,8CD16,0.03,1000,280,480,240,3e-05,2.61,53.8516480713451,517,Low
D65156031A,29,1015,CLAMP-BATTERY,APC27,0.01,35,560,240,120,0.000285714285714286,0.29,53.851648071345,518,Low
9XG13610X0,84,336000,TRIM PIN 6 5X2-4 5,8DA61,0.03,4000,470,280,240,7.5e-06,2.52,52.9150262212918,519,Low
DK516039XA,167,183690,CLIP ASSY,4B13--,0.06,1100,560,480,240,5.45454545454546e-05,10.0194545454545,52.7587419934674,520,Low
9XG077595J,22,43920,BOLT&WSHR,8AA63,0.008064,2000,280,240,120,4.032e-06,0.17708544,52.2794792994493,521,Low
DK4456786A,27,13500,RUBBER-STOP,5B-,0.01,500,240,280,240,2e-05,0.27,51.9615242270663,522,Low
DF7169451A,78,2310,"BRKT-ASSIST,RH",APC20,0.03,30,550,240,230,0.001,2.31,51.320232206862,523,Low
DH56675D0,156,14040,KEYYLESS COMPT,4I064,0.06,90,480,560,240,0.000666666666666667,9.36,50.9901951359279,524,Low
9XG02498AF,14,14000,SCREW-TAPPING,8AC15,0.0054,1000,300,200,90,5.4e-06,0.0756,50.9175077217316,525,Low
ZJ3820310,152,4560,PIPE ASSY-EGR,4I061,0.06,30,480,560,240,0.002,9.12,50.3322295684717,526,Low
DN3250YH495,350,27997,SPACER,IZ82X,0.14,80,980,580,260,0.00175,48.99475,50.0026787866901,527,Low
D65242451B,25,40000,SPRING-LIFT,4B032,0.01,1600,240,280,240,6.25e-06,0.25,50,528,Low
DD63437A6,75,150000,RUBBER-MOUNT,4QXXX,0.03,2000,240,560,240,1.5e-05,2.25,50,529,Low
DK5570YB2,25,170000,INS CWL SD PNL LWR,4B83-,0.01,6800,240,280,240,1.47058823529412e-06,0.25,50,530,Low
DL4055540,75,3600,IND SEAT BELT,4DB03,0.03,48,240,560,240,0.000625,2.25,50,531,Low
DN3250YH395,346,27678,MLDG ASY W SHLD GAR,IZ82X,0.14,80,980,580,260,0.00175,48.4365,49.7152607934489,532,Low
9XG141447L,19,36500,BOLT,8AA12,0.008064,2000,280,240,120,4.032e-06,0.147168,49.5275570612802,533,Low
9XG067852M,19,31180,NUT,8AD36,0.008064,1700,280,240,120,4.74352941176471e-06,0.147903247058824,49.40429959336,534,Low
9XG015963J,19,37920,NUT,8AD65,0.008064,2000,280,240,120,4.032e-06,0.15289344,48.5913734722109,535,Low
9XG06169AJ,21,61000,SCREW 4 8X16 PC TI,8AD36,0.009408,3000,280,240,140,3.136e-06,0.191296,48.013829974836,536,Low
DN3267KB1A,138,13800,CAP-BAT,Z3054,0.06,100,560,480,240,6e-04,8.28,47.9583152331272,537,Low
DF7132AZ1A,141,2940,COVER,4I064,0.06,20,480,560,240,0.003,8.82,47.4771695939539,538,Low
DN016756XB,67,2671,BCM COMPT,4Q-,0.03,40,240,560,240,0.00075,2.00325,47.3377080641559,539,Low
BP4K6649YA,22,4400,SW-PEDAL PUSH OFF,4B025,0.01,200,240,280,240,5e-05,0.22,46.9041575982343,540,Low
D35067B7XA,22,2200,BRKT ASSY,4B1AX,0.01,100,240,280,240,1e-04,0.22,46.9041575982343,541,Low
Y64520650B,22,352,BRKT ASSY,4QXXX,0.01,16,240,280,240,0.000625,0.22,46.9041575982343,542,Low
9XF000232M,17,16486,BOLT,8AD33,0.008064,1000,280,240,120,8.064e-06,0.132943104,46.6246960979946,543,Low
F00225421,3,1746,CLIP,5A044,0.004032,1700,240,140,120,2.37176470588235e-06,0.00414110117647059,46.6190408494933,544,Low
DN3518881C,43,430,CONTROL UNIT,Z2036,0.02,10,350,280,280,0.002,0.86,46.3680924774785,545,Low
DF7155540A,63,3024,IND SEAT BELT,4C-,0.03,48,240,560,240,0.000625,1.89,45.8257569495584,546,Low
DN0361751,21,4200,SENSOR-SUN,4BXXX,0.01,200,240,280,240,5e-05,0.21,45.8257569495584,547,Low
F5021744X,21,4200,COVER ASSY-HOLE,4B023,0.01,200,240,280,240,5e-05,0.21,45.8257569495584,548,Low
Y61340305,21,42000,GASKET-EXH PIPE,4B85--,0.01,2000,240,280,240,5e-06,0.21,45.8257569495584,549,Low
DK4966252,12,3564,PLUG-C/LGTR,4B86--,0.01,500,240,280,240,2e-05,0.07128,44.9466574975495,550,Low
C00461799A,20,40000,C0VER SUNSENS0R,4B016,0.01,2000,240,280,240,5e-06,0.2,44.7213595499958,551,Low
DG99676N0B,20,200,ANT ASSY-KEYLESS,4B-6B,0.01,10,390,290,150,0.001,0.2,44.7213595499958,552,Low
Y60115810A,20,240,BRKT ASSY-COMPR,4B44--,0.01,12,240,280,240,0.000833333333333333,0.2,44.7213595499958,553,Low
999400501,8,36000,NUT-FRANGE,4A034,0.004032,4500,240,140,120,8.96e-07,0.032256,44.5435403187374,554,Low
DN0337YB3,235,141421,MEDL ASY-WHL CVR(BL,4C-,0.12,602,480,560,480,0.000199335548172757,28.1902325581395,44.2607259647269,555,Low
Y64513H7X,19,380,BRKT ASSY-FUEL PIPE,4B32--,0.01,20,240,280,240,5e-04,0.19,43.5889894354067,556,Low
DK5046YA1,114,8208,ADPT & RG ASY TRANS,4IC5,0.06,72,550,360,350,0.000833333333333333,6.84,43.5889894354067,557,Low
DN2456620A,54,1842,LATCH ASSY-BONNET,IQ-,0.03,36,280,480,240,0.000833333333333333,1.535,43.5852528626481,558,Low
9XF055312M,15,43500,BOLT,8AD25,0.008064,2900,280,240,120,2.78068965517241e-06,0.12096,43.1290974588971,559,Low
DN2067790A,110,4400,UNIT ASSY-BURG ALM,4I062,0.06,40,480,560,240,0.0015,6.6,42.8174419288838,560,Low
DR7750660,183,7686,"MLDG-BELTLINE,R,RH",4Z70X,0.1,42,1190,510,180,0.00238095238095238,18.3,42.7784992724149,561,Low
BS1A69924A,36,756,TOOL-EMERGENCY,4QXXX,0.02,21,470,290,220,0.000952380952380952,0.72,42.4264068711929,562,Low
DT913719X,54,8100,CAP ASSY-CENTER,4C-,0.03,150,240,560,240,2e-04,1.62,42.4264068711929,563,Low
D07A55210A,214,2140,"PANEL ASSY,CTR",4B40,0.12,10,560,470,470,0.012,25.68,42.2295315310664,564,Low
9YAK01006A,7,1377,STUD,4A066,0.004032,200,240,140,120,2.016e-05,0.02776032,42.013204304307,565,Low
9XF03923X3,13,16735,SCREW,8AA56,0.008064,1400,280,240,120,5.76e-06,0.0963936,41.8715706667811,566,Low
D6515756YB,57,6300,"STRIKER-ASSY,CTR",4C-,0.03,100,240,560,240,3e-04,1.89,41.4613991448386,567,Low
DF7143835A,51,6086,HOSE-RESERVE,4C035,0.03,120,240,560,240,0.00025,1.5215,41.3460663994038,568,Low
DN24199H1A,101,8080,HOSE-OIL,4I11,0.06,80,480,560,240,0.00075,6.06,41.0284454169706,569,Low
DN3417530A,98,9800,BREATHER ASSY,4Z84,0.06,100,560,240,480,6e-04,5.88,40.4145188432738,570,Low
DH05676N0,29,523,ANT ASSY-KEYLESS,4B-6B,0.02,20,390,260,200,0.001,0.523,40.1002567664376,571,Low
BC1D56145,48,286725,CLIP,4CA03,0.03,6000,240,560,240,5e-06,1.433625,40.0888367414712,572,Low
G00167061,48,76751,PAT-PROTECTOR,IC025,0.03,1600,240,560,240,1.875e-05,1.43908125,40.0127665259737,573,Low
DK4964180G68,186,1673,POCKET ASSY,Z30,0.12,9,480,560,480,0.0133333333333333,22.3066666666667,39.3818039121923,574,Low
9XF05255AF,12,19952,BOLT,8AD54,0.008064,1700,280,240,120,4.74352941176471e-06,0.0946428988235294,39.0065220686295,575,Low
9XG13090X7,12,24000,SCREW 5X16 PC TI R,8AD54,0.008064,2000,280,240,120,4.032e-06,0.096768,38.575837490523,576,Low
B09251861,6,6000,NUT CLIP,4A075,0.004032,1000,240,140,120,4.032e-06,0.024192,38.575837490523,577,Low
DK4450YM1,6,36000,YK ASY-HTR RR AIR,IXXX,0.004032,6000,140,240,120,6.72e-07,0.024192,38.575837490523,578,Low
DK4850YM1,6,36000,YK ASY-HTR RR AIR,4AA14,0.004032,6000,140,240,120,6.72e-07,0.024192,38.575837490523,579,Low
DN3261C35,84,42336,WIRE-MODE,5I-,0.06,504,560,480,240,0.000119047619047619,5.04,37.4165738677394,580,Low
D65141371,14,4200,HOLDER,4B026,0.01,300,240,280,240,3.33333333333333e-05,0.14,37.4165738677394,581,Low
DN32676V0E,83,5743,UNIT-VOICE,Z3055,0.06,70,560,480,240,0.000857142857142857,4.92257142857143,37.4095151100266,582,Low
DR8161190E,167,3340,CONTROL ASSY-HEATER,Z30A3,0.12,20,480,560,480,0.006,20.04,37.3050488093323,583,Low
DF7141600B,83,1743,PEDAL ASSY-ACCEL,4I063,0.06,21,480,560,240,0.00285714285714286,4.98,37.1931893407023,584,Low
DK4362361,166,6972,STRIKER-LIFTGATE,4J73--,0.12,42,480,560,480,0.00285714285714286,19.92,37.1931893407023,585,Low
DN3261C25,82,41328,WIRE-TEMP,5F061,0.06,504,560,480,240,0.000119047619047619,4.92,36.9684550213647,586,Low
DN2809010D,27,540,KEY SET,IIXXX,0.02,20,390,300,200,0.001,0.54,36.7423461417477,587,Low
DR66199G0,81,8100,HOSE ASSY-OIL,4I92--,0.06,100,560,480,230,6e-04,4.86,36.7423461417477,588,Low
DA9M16YA1,40,9000,PLG TRANS OIL SE,4Z25X,0.03,225,480,280,240,0.000133333333333333,1.2,36.5148371670111,589,Low
Y64513489,13,390,PROTECTOR-F/FLTR,4B33--,0.01,30,240,280,240,0.000333333333333333,0.13,36.0555127546399,590,Low
9XG06096ZC,12,60000,SCREW 4.8X16 PN TI,8AA25,0.009408,5000,280,240,140,1.8816e-06,0.112896,35.7142857142857,591,Low
LC6269261B30,38,22800,ADAPTER-CTR,4DB07,0.03,600,240,560,240,5e-05,1.14,35.5902608401044,592,Low
Y65015980A,38,380,TENSIONER-AUTO,4Z27X,0.03,10,240,560,240,0.003,1.14,35.5902608401044,593,Low
BN8V73608,5,10000,"PROTECTOR-CHAN,LH",4A-,0.004032,2000,240,140,120,2.016e-06,0.02016,35.2147606136882,594,Low
GJ6E61751B,5,500,SENSOR-SUN,5A045,0.004032,100,240,140,120,4.032e-05,0.02016,35.2147606136882,595,Low
DK5166ZC1,74,17752,CVR SPKR HLE,4I72--,0.06,240,560,480,240,0.00025,4.438,35.1267581659896,596,Low
DF956732XB,148,2960,"ARM&BLADE SET,F,PGR",4M--R,0.12,20,480,1120,240,0.006,17.76,35.1188458428425,597,Low
DK5162877B,37,25900,RUBBER-STOP,5D-,0.03,700,280,480,240,4.28571428571429e-05,1.11,35.1188458428425,598,Low
DD5866A69,36,43200,COVER-TERMINAL,4A74--,0.03,1200,240,560,240,2.5e-05,1.08,34.6410161513776,599,Low
DL4146030A,12,384,KNOB-CHANGE,4B033,0.01,32,240,280,240,0.0003125,0.12,34.6410161513776,600,Low
S58B66250,12,1560,LIGHTER-CIGAR,4B023,0.01,130,240,280,240,7.69230769230769e-05,0.12,34.6410161513776,601,Low
Y60115810B,12,144,BRKT ASSY-COMPR,4B45--,0.01,12,280,240,240,0.000833333333333333,0.12,34.6410161513776,602,Low
Y64520100,34,388,BODY ASSY-SHUT VLV,4CXXX,0.03,12,240,560,240,0.0025,0.97,34.521769614543,603,Low
DN3466YL1A,33,31240,CONTR ASY RADO SPKR,5CW51,0.03,980,240,560,240,3.06122448979592e-05,0.956326530612245,33.7451091917954,604,Low
DN3267TC2,33,42899,COVER-CONNECTOR,4C-,0.03,1300,240,560,240,2.30769230769231e-05,0.989976923076923,33.1666344633179,605,Low
DN2868YB4,33,99000,PIN PSH,4Q-,0.03,3000,240,560,240,1e-05,0.99,33.166247903554,606,Low
DK5168YL2,11,176000,TPE RR CNR PLR,4B82--,0.01,16000,240,280,240,6.25e-07,0.11,33.166247903554,607,Low
DN2415YA3,11,11000,HOS ASY ENG VEN,"",0.01,1000,280,240,240,1e-05,0.11,33.166247903554,608,Low
DF73679BY,63,2515,BRKT ASSY,APC30,0.06,40,560,480,240,0.0015,3.7725,32.4358979396148,609,Low
DF7156041C,61,1342,TRAY-BATTERY,4I064,0.06,22,480,560,240,0.00272727272727273,3.66,31.8852107828483,610,Low
DR6443490A,122,7320,HOSE ASSY-VACUUM,4HA-J,0.12,60,560,960,240,0.002,14.64,31.8852107828483,611,Low
Y60218401A,4,1180,BOLT,4B45--,0.004032,300,240,140,120,1.344e-05,0.0158592,31.762841930819,612,Low
DK4368961D91,270,6720,"TRIM-L/G,LWR",2M17-J,0.27,25,1000,560,490,0.0108,72.576,31.6932845523194,613,Low
DK5168YL1,10,69985,TPE RR DR SGT,4B81--,0.01,7000,240,280,240,1.42857142857143e-06,0.0999785714285714,31.6261653009418,614,Low
DK4967407A,30,40500,"BUSH,OUT",5DV11,0.03,1350,280,480,240,2.22222222222222e-05,0.9,31.6227766016838,615,Low
DN2057K30,30,1200,SAS UNIT,4Q-,0.03,40,240,560,240,0.00075,0.9,31.6227766016838,616,Low
DN5467B21A,10,200,BRKT,Z2752,0.01,20,480,280,120,5e-04,0.1,31.6227766016838,617,Low
9CS600516B,4,6000,SCREW-TAPPING,4A031,0.004032,1500,240,140,120,2.688e-06,0.016128,31.4970394174356,618,Low
9YA020664,4,5200,BOLT,4A043,0.004032,1300,240,140,120,3.10153846153846e-06,0.016128,31.4970394174356,619,Low
DF9567320A,119,2380,"ARM&BLADE SET,F",4M--R,0.12,20,480,1120,240,0.006,14.28,31.4907393794853,620,Low
DJ6245510B,122,7680,PIPE-CLUTCH,Z30B1,0.12,60,480,560,480,0.002,15.36,31.1289321478696,621,Low
DF7141600C,58,1218,PEDAL ASSY-ACCEL,4I063,0.06,21,480,560,240,0.00285714285714286,3.48,31.0912635102961,622,Low
DN2858330A68,57,3192,"HANDLE ASSY-IN,RH",Z30A6,0.06,56,560,490,240,0.00107142857142857,3.42,30.8220700148449,623,Low
CC2956860,28,2940,LEVERR-OPENER,4DB09,0.03,105,240,560,240,0.000285714285714286,0.84,30.5505046330389,624,Low
DN6467B21,26,2340,BRKT,4J--,0.03,90,560,480,120,0.000333333333333333,0.78,29.4392028877595,625,Low
DK4959YB1,50,360000,CVR DR ACC HLE,4IL43,0.06,7200,560,480,240,8.33333333333333e-06,3,28.8675134594813,626,Low
DN6467B21A,58,5220,BRKT,Z30,0.07,90,590,380,320,0.000777777777777778,4.06,28.784916685157,627,Low
9XG03198X0,24,84000,FASTENER,8AC41,0.03,3500,280,240,480,8.57142857142857e-06,0.72,28.2842712474619,628,Low
D652676N0C,8,576,ANT ASSY-KEYLESS,4I,0.01,72,240,280,240,0.000138888888888889,0.08,28.2842712474619,629,Low
DF97675D0,48,4320,KEYLESS COMPT,4IB08,0.06,90,480,560,240,0.000666666666666667,2.88,28.2842712474619,630,Low
DJ6241360,93,3720,PIPE-CLUTCH,4I67--,0.12,40,480,560,480,0.003,11.16,27.8388218141501,631,Low
DK4350YJ1B,486,5808,FM ENER ABS,APM17,0.63,12,1240,650,790,0.0525,304.92,27.831929376134,632,Low
DK4950YC1A,92,91940,CLP-HD LP,Z30A2,0.12,1000,480,560,480,0.00012,11.0328,27.6977795674388,633,Low
C23564660A,44,1584,ASHTRAY ASSY-R,4I064,0.06,36,480,560,240,0.00166666666666667,2.64,27.0801280154532,634,Low
DK5168YA2,7,96000,TAPE MSK,4B82--,0.01,14000,240,280,240,7.14285714285714e-07,0.0685714285714286,26.7316915539091,635,Low
B21434C10,21,42000,BAND,4C-,0.03,2000,240,560,240,1.5e-05,0.63,26.4575131106459,636,Low
UB5467121,21,42000,CLIP,D4B09,0.03,2000,240,560,240,1.5e-05,0.63,26.4575131106459,637,Low
DL4061190A,40,458,CONTROL ASSY-HEATER,4I061,0.06,12,480,560,240,0.005,2.29,26.4327440182036,638,Low
DR64199G0,81,8100,HOSE ASSY-OIL,4Z3092,0.12,100,480,560,480,0.0012,9.72,25.9807621135332,639,Low
Y6351324XA,19,380,PIPE ASSY-AIR INT,4CXXX,0.03,21,280,480,240,0.00142857142857143,0.542857142857143,25.7875939164553,640,Low
D65141380,37,4440,HOSE-FLEXIBLE,4IA2,0.06,120,560,480,240,5e-04,2.22,24.8327740429189,641,Low
DN2417530,18,7200,BREATHER ASSY,4Q-,0.03,400,240,560,240,7.5e-05,0.54,24.4948974278318,642,Low
DK4351180E,61,973,"HOUSING ASSY,LH",4D--J,0.12,16,480,560,480,0.0075,7.2975,22.5809798482671,643,Low
DK4351170E,61,975,"HOUSING ASSY,RH",4D--J,0.12,16,570,460,490,0.0075,7.3125,22.557807979826,644,Low
D65145510B,61,3660,PIPE-CLUTCH,4KXXX,0.12,60,560,960,240,0.002,7.32,22.5462487641145,645,Low
