Skus,Part No,Part name,Box type,UnitLabel Qt,ModuleSizeL,ModuleSizeV,ModuleSizeH,Cub M,,,
262.00,"DK5152YA1","INS HOOD CTR PNL SN","5G",120.00,560.00,490.00,120.00,0.03,,,
381.00,"DK5157K1XA","D/SENSOR-AIRBAG,CTR","Z2065",210.00,350.00,270.00,270.00,0.02,,,
120.00,"DK5157K30","SAS UNIT","4Q-",30.00,240.00,560.00,240.00,0.03,,,
491.00,"DK5157KC0A","SENS SIDE-IMPACT","Z2023",210.00,360.00,240.00,250.00,0.02,,,
500.00,"DK516039XA","CLIP ASSY","4B13--",1100.00,560.00,480.00,240.00,0.06,,,
908.00,"DK5161190B","CONTROL ASSY-HEATER","4I27--",20.00,480.00,560.00,480.00,0.12,,,
91.00,"DK5161190D","CONTROL ASSY-HEATER","Z3013",20.00,560.00,480.00,240.00,0.06,,,
212.00,"DK5161695A","BRKT-RELAY","4B42--",850.00,240.00,140.00,120.00,4.032e-03,,,
909.00,"DK5162310A","LATCH ASSY-LIFTGATE","4Q-",26.00,240.00,560.00,240.00,0.03,,,
910.00,"DK5162310B","LATCH ASSY-LIFTGATE","4Q-",26.00,240.00,560.00,240.00,0.03,,,
146.00,"DK5162310C","LATCH ASSY-LIFTGATE","4Q-",26.00,480.00,280.00,240.00,0.03,,,
149.00,"DK5162310D","LATCH ASSY-LIFTGATE","4Q-",26.00,480.00,280.00,240.00,0.03,,,
659.00,"DK5162877B","RUBBER-STOP","5D-",700.00,280.00,480.00,240.00,0.03,,,
550.00,"DK5163YE3","RET RR ST BK TRIM","4B--",1700.00,280.00,240.00,120.00,8.064e-03,,,
566.00,"DK5166151","SWITCH-IGNITION","4Z20",120.00,240.00,140.00,140.00,4.704e-03,,,
725.00,"DK5166630","SW-TRUNK OPENER","3AXXX",120.00,240.00,560.00,240.00,0.03,,,
299.00,"DK5166630A","SW-TRUNK OPENER","3C-",120.00,470.00,280.00,250.00,0.03,,,
398.00,"DK5166YH1","SW ASY HD LP DMR","4I61",72.00,560.00,480.00,240.00,0.06,,,
225.00,"DK5166YL2","WSHR FRT PLR","5A-25",350.00,240.00,140.00,120.00,4.032e-03,,,
609.00,"DK5166ZC1","CVR SPKR HLE","4I72--",240.00,560.00,480.00,240.00,0.06,,,
274.00,"DK5167C93A","CLIP","4B46--",600.00,240.00,140.00,120.00,4.032e-03,,,
743.00,"DK5168YA2","TAPE MSK","4B82--",14000.00,240.00,280.00,240.00,0.01,,,
753.00,"DK5168YA3","SE ADH","4C--",12720.00,560.00,490.00,260.00,0.07,,,
742.00,"DK5168YD6","WSHR RF HD/LNG","3A",2000.00,480.00,560.00,480.00,0.12,,,
721.00,"DK5168YL1","TPE RR DR SGT","4B81--",7000.00,240.00,280.00,240.00,0.01,,,
722.00,"DK5168YL2","TPE RR CNR PLR","4B82--",16000.00,240.00,280.00,240.00,0.01,,,
169.00,"DK5171486A","BRKT-TRIM","3H-57",70.00,560.00,240.00,120.00,0.01,,,
481.00,"DK5261J23","SCREW","4B75--",3000.00,240.00,280.00,2470.00,0.16,,,
230.00,"DK5266151","SWITCH-IGNITION","4Z20",90.00,240.00,140.00,140.00,4.704e-03,,,
181.00,"DK5267C11","CLIP","4B11",500.00,280.00,240.00,120.00,8.064e-03,,,
911.00,"DK5268YA2","TAPE MSK","4B16-",350.00,136.00,133.00,140.00,2.53232e-03,,,
361.00,"DK5268YA2A","TAPE MSK","Z1516",1400.00,330.00,310.00,70.00,7.161e-03,,,
335.00,"DK52696A3A","BOX","4M17-J",16.00,1120.00,1470.00,1010.00,1.66,,,
313.00,"DK5270YC2","INS ASY RR CNR PLR","5FF14",240.00,600.00,410.00,190.00,0.04,,,
312.00,"DK5271YB4B","SE FRT BDY PLR LH","5I-",150.00,600.00,400.00,190.00,0.04,,,
290.00,"DK5271YC2","INS ASY RR CNR PLR","5FF13",240.00,280.00,560.00,240.00,0.03,,,
637.00,"DK5570YB2","INS CWL SD PNL LWR","4B83-",6800.00,240.00,280.00,240.00,0.01,,,
90.00,"DL3334155","PLATE-STAB","4B014",100.00,240.00,280.00,240.00,0.01,,,
912.00,"DL334630Y","CABLE ASSY-INTRLK","4KA05",60.00,480.00,1400.00,240.00,0.16,,,
253.00,"DL3355540","IND SEAT BELT","4CC08",48.00,240.00,560.00,240.00,0.03,,,
694.00,"DL3356140","GUARD-MUD,LH","X1B",80.00,970.00,1120.00,1080.00,1.17,,,
85.00,"DL3356514","BOLT-LOCK","4A074",70.00,240.00,140.00,120.00,4.032e-03,,,
138.00,"DL3357K30","SAS UNIT","4Q-",40.00,240.00,560.00,240.00,0.03,,,
206.00,"DL3362210","HINGE ASSY-L/G","5B012",100.00,335.00,335.00,195.00,0.02,,,
775.00,"DL33675D0","KEYLESS COMPT","4IC2",36.00,500.00,400.00,300.00,0.06,,,
437.00,"DL4046030","KNOB-CHANGE","4B033",32.00,240.00,280.00,240.00,0.01,,,
556.00,"DL4055540","IND SEAT BELT","4DB03",48.00,240.00,560.00,240.00,0.03,,,
700.00,"DL4061190A","CONTROL ASSY-HEATER","4I061",12.00,480.00,560.00,240.00,0.06,,,
125.00,"DL4132980 02","BOSS ASSY-STEER","4STW",5.00,400.00,400.00,617.00,0.09,,,
714.00,"DL4146030A","KNOB-CHANGE","4B033",32.00,240.00,280.00,240.00,0.01,,,
790.00,"DL7943621","HOSE-VACUUM","4B033",80.00,240.00,280.00,240.00,0.01,,,
418.00,"DN0157KM0","A/B-CURTAIN,RH","4DGP",6.00,570.00,380.00,150.00,0.03,,,
420.00,"DN0157KN0","A/B-CURTAIN,LH","4DGP",6.00,570.00,380.00,150.00,0.03,,,
593.00,"DN016756XB","BCM COMPT","4Q-",40.00,240.00,560.00,240.00,0.03,,,
503.00,"DN0337YB3","MEDL ASY-WHL CVR(BL","4C-",602.00,480.00,560.00,480.00,0.12,,,
485.00,"DN0351721","ORNAMENT","4AL31",300.00,240.00,140.00,240.00,8.064e-03,,,
302.00,"DN0357K30","SAS UNIT","4Q-",30.00,240.00,560.00,240.00,0.03,,,
123.00,"DN0357KM0","A/B-CURTAIN,RH","4DGP",6.00,480.00,560.00,240.00,0.06,,,
86.00,"DN0357KN0","A/B-CURTAIN,LH","DGP",6.00,570.00,380.00,150.00,0.03,,,
683.00,"DN0361751","SENSOR-SUN","4BXXX",200.00,240.00,280.00,240.00,0.01,,,
913.00,"DN0361751A","SENSOR-SUN","4B--",200.00,240.00,280.00,240.00,0.01,,,
336.00,"DN0361YC1","SDR ASY LOW AIR TEM","5B021",250.00,240.00,280.00,240.00,0.01,,,
191.00,"DN0366YR1","SPKR PRK AID","5C3L3",180.00,240.00,140.00,120.00,4.032e-03,,,
202.00,"DN036756XB","BCM COMPT","4Q-",32.00,240.00,560.00,240.00,0.03,,,
914.00,"DN0369531 21","HANGER-COAT","4Z30X",720.00,480.00,560.00,480.00,0.12,,,
717.00,"DN0369531A21","HANGER-COAT","Z30A1",720.00,480.00,560.00,480.00,0.12,,,
166.00,"DN0370YB2","INS CWL SD PNL LWR","5FE12",500.00,280.00,560.00,240.00,0.03,,,
774.00,"DN0461757","SENSOR-INCAR","4CXXX",286.00,480.00,560.00,480.00,0.12,,,
915.00,"DN1439040B","RUB-E/MTG;#1","4C",16.00,240.00,560.00,240.00,0.03,,,
360.00,"DN1439040C","RUB-E/MTG;#1","4Q-",32.00,240.00,560.00,240.00,0.03,,,
236.00,"DN1439080","BRKT-ENG;#4","4Q-",16.00,240.00,560.00,240.00,0.03,,,
470.00,"DN2026980A","BRAKE ASSY,R,RH:DR","2L1B-G",108.00,970.00,1130.00,980.00,1.07,,,
471.00,"DN2026990A","BRAKE ASSY,R,LH:DR","2L1B-G",108.00,970.00,1130.00,980.00,1.07,,,
427.00,"DN2032960","GEAR&LINK ASSY","TRW",24.00,1480.00,1150.00,1250.00,2.12,,,
916.00,"DN2056031","CLAMP-BATTERY","4C",10000.00,240.00,140.00,120.00,4.032e-03,,,
172.00,"DN2056031A","CLAMP-BATTERY","4DB06",50.00,240.00,560.00,240.00,0.03,,,
660.00,"DN2057K30","SAS UNIT","4Q-",40.00,240.00,560.00,240.00,0.03,,,
527.00,"DN2067790A","UNIT ASSY-BURG ALM","4I062",40.00,480.00,560.00,240.00,0.06,,,
231.00,"DN2067791","UNIT BURGLAR ALM","4B-",30.00,280.00,230.00,240.00,0.01,,,
232.00,"DN2067792","BRKT-BURGLAR ALM","4B-",30.00,280.00,230.00,240.00,0.01,,,
715.00,"DN2069532","BRKT",,200.00,240.00,140.00,120.00,4.032e-03,,,
579.00,"DN2413300A","CLEANER ASSY-AIR","9M19-J",18.00,1120.00,1470.00,1010.00,1.66,,,
364.00,"DN2413382","INSULATOR-HEAT","4B-54",200.00,240.00,280.00,240.00,0.01,,,
917.00,"DN2415185A","HOSE-WATER,LOW","4IXXX",6.00,480.00,560.00,480.00,0.12,,,
211.00,"DN2415185B","HOSE-WATER,LOW","4IXXX",6.00,980.00,560.00,320.00,0.17,,,
736.00,"DN2415200B","RADIATOR","2RAD-F",16.00,1140.00,980.00,750.00,0.83,,,
751.00,"DN2415YA3","HOS ASY ENG VEN",,1000.00,280.00,240.00,240.00,0.01,,,
697.00,"DN2417530","BREATHER ASSY","4Q-",400.00,240.00,560.00,240.00,0.03,,,
918.00,"DN2418861","SENSOR-OXYGEN","4Q-",80.00,480.00,560.00,480.00,0.12,,,
222.00,"DN2418861A","SENSOR-OXYGEN","4Q-",80.00,430.00,320.00,230.00,0.03,,,
919.00,"DN241886ZA","SENS SUBASSY-OXYGEN","4Q-",80.00,480.00,560.00,480.00,0.12,,,
920.00,"DN241886ZB","SENS SUBASSY-OXYGEN","4D-",80.00,480.00,560.00,480.00,0.12,,,
256.00,"DN241886ZC","SENS SUBASSY-OXYGEN","4Q-",80.00,430.00,320.00,230.00,0.03,,,
921.00,"DN2418881A","PROCS ASY ENG ELETR CONT","4B46--",10.00,480.00,560.00,480.00,0.12,,,
272.00,"DN2418881C","CONTROL UNIT","Z2046",10.00,480.00,560.00,480.00,0.12,,,
922.00,"DN24189E1","CONTROL UNIT","4B",16.00,240.00,280.00,240.00,0.01,,,
923.00,"DN2419027","COVER-UNDER","4XX",1500.00,480.00,280.00,240.00,0.03,,,
748.00,"DN2419880","GAGE-OIL LEVEL","4C82",400.00,480.00,560.00,480.00,0.12,,,
924.00,"DN2419960","BRKT ASSY","4Q-",30.00,240.00,560.00,240.00,0.03,,,
339.00,"DN2419960A","BRKT ASSY","4Q-",30.00,470.00,280.00,230.00,0.03,,,
567.00,"DN24199H1A","HOSE-OIL","4I11",80.00,480.00,560.00,240.00,0.06,,,
461.00,"DN2432960A","GEAR&LINK ASSY","TRW",24.00,1480.00,1150.00,1250.00,2.12,,,
12.00,"DN2439070","RUB-E/MTG;#4","4Q-",10.00,240.00,560.00,240.00,0.03,,,
925.00,"DN2443490","HOSE ASSY-VACUUM","4I041",10000.00,480.00,560.00,480.00,0.12,,,
384.00,"DN2443490A","HOSE ASSY-VACUUM","4I041",15.00,480.00,560.00,480.00,0.12,,,
184.00,"DN2443621","HOSE-VACUUM","4B033",80.00,240.00,280.00,240.00,0.01,,,
43.00,"DN24437A0","HYDRAULIC UNIT-ABS","4HA02",7.00,240.00,560.00,120.00,0.01,,,
382.00,"DN244655Y","BRKT-CABLE","4B74--",50.00,240.00,280.00,240.00,0.01,,,
316.00,"DN24515M0","R/R-REAR,LH","3I",72.00,600.00,400.00,290.00,0.06,,,
96.00,"DN2451650A","LAMP-R FOG","3IZ30",18.00,560.00,480.00,240.00,0.06,,,
611.00,"DN2456620A","LATCH ASSY-BONNET","IQ-",36.00,280.00,480.00,240.00,0.03,,,
604.00,"DN2456620B","LATCH ASSY-BONNET",,36.00,280.00,480.00,240.00,0.03,,,
130.00,"DN2457K00 68","MODULE-AIR BAG","DGB",48.00,1200.00,800.00,950.00,0.91,,,
489.00,"DN2466600","SW-RMT MIRROR","4Q-",240.00,420.00,310.00,190.00,0.02,,,
82.00,"DN246909X","WRENCH","4H62--",30.00,560.00,240.00,120.00,0.01,,,
84.00,"DN2470YC5","PLATE RSB SUPT ANC","Z1515",360.00,240.00,140.00,120.00,4.032e-03,,,
734.00,"DN2471YB4","SE FRT BDY PLR LH","5FX41",180.00,560.00,480.00,240.00,0.06,,,
926.00,"DN2518881","CONTROL UNIT","4B66--",6.00,240.00,280.00,240.00,0.01,,,
927.00,"DN2518881A","CONTROL UNIT","4B66--",10.00,240.00,280.00,240.00,0.01,,,
309.00,"DN2518881D","CONTROL UNIT","Z2066",10.00,240.00,280.00,240.00,0.01,,,
740.00,"DN2556620A","LATCH ASSY-BONNET","IQ-",36.00,280.00,480.00,240.00,0.03,,,
475.00,"DN2556620B","LATCH ASSY-BONNET",,36.00,280.00,480.00,240.00,0.03,,,
498.00,"DN2809010C","KEY SET","IZ15",20.00,380.00,300.00,210.00,0.02,,,
610.00,"DN2809010D","KEY SET","IIXXX",20.00,390.00,300.00,200.00,0.02,,,
657.00,"DN2809010E","KEY SET","IB-",20.00,400.00,300.00,120.00,0.01,,,
928.00,"DN2813382","INSULATOR-HEAT","4C--",7.00,240.00,240.00,240.00,0.01,,,
413.00,"DN2813382A","INSULATOR-HEAT","4C--",20.00,240.00,560.00,240.00,0.03,,,
732.00,"DN2843490A","HOSE ASSY-VACUUM","4I043",15.00,480.00,560.00,480.00,0.12,,,
648.00,"DN2851030G","LAMP-HEAD,RH","LAM-J",10.00,1120.00,980.00,480.00,0.52,,,
929.00,"DN2858191","BAR-IMPACT","5WOC-U",225.00,485.00,1120.00,555.00,0.30,,,
930.00,"DN2858330 68","HNDL ASY FRT DR I/S(LHD","4IA6--",56.00,480.00,560.00,480.00,0.12,,,
617.00,"DN2858330A68","HANDLE ASSY-IN,RH","Z30A6",56.00,560.00,490.00,240.00,0.06,,,
931.00,"DN2859330 68","HANDLE ASSY-IN,LH","4IA6--",56.00,480.00,560.00,480.00,0.12,,,
672.00,"DN2868YB4","PIN PSH","4Q-",3000.00,240.00,560.00,240.00,0.03,,,
47.00,"DN321006Y","PIPE SUBASSY-GAGE","4H---",25.00,560.00,250.00,150.00,0.02,,,
406.00,"DN3213381","INSULATOR-HEAT","Z2061",50.00,240.00,280.00,240.00,0.01,,,
932.00,"DN3213382","INSULATOR-HEAT","4Q-",20.00,550.00,240.00,240.00,0.03,,,
55.00,"DN3213382A","INSULATOR-HEAT","4Q-",20.00,560.00,240.00,240.00,0.03,,,
218.00,"DN3213425","BRKT-FUEL HOSE","4B56",110.00,240.00,280.00,240.00,0.01,,,
819.00,"DN3213888","PROTECTOR","4B37--",3000.00,240.00,280.00,240.00,0.01,,,
933.00,"DN3215185","HOSE-WATER,LOW","4B57",20.00,480.00,560.00,480.00,0.12,,,
103.00,"DN3215185A","HOSE-WATER,LOW","4Z30",20.00,560.00,480.00,230.00,0.06,,,
934.00,"DN3215186","HOSE-WATER,UP","4I68",20.00,480.00,560.00,480.00,0.12,,,
83.00,"DN3215186A","HOSE-WATER,UP","II68",20.00,560.00,480.00,230.00,0.06,,,
370.00,"DN3215202","RUBBER-MOUNT","4Q-",350.00,240.00,560.00,240.00,0.03,,,
511.00,"DN3215242","RUBBER-MOUNT BRKT","4Q-",1250.00,240.00,280.00,240.00,0.01,,,
555.00,"DN3215350","SUBTANK ASSY","9M19-J",75.00,1120.00,1470.00,1010.00,1.66,,,
756.00,"DN3215355","CAP-SUBTANK","IT30",3000.00,560.00,490.00,250.00,0.06,,,
935.00,"DN3215381","HOSE-SUBTANK","4Z3053",60.00,480.00,560.00,480.00,0.12,,,
50.00,"DN3215384A","HOSE-SUBTANK","4Z30",15.00,560.00,480.00,230.00,0.06,,,
203.00,"DN321553X","PIPE&HOSE ASSY-W","4IE5",50.00,480.00,560.00,230.00,0.06,,,
279.00,"DN3215909","BELT-V RIB","4Q-",100.00,240.00,560.00,280.00,0.03,,,
596.00,"DN3215YA1","PLG HSG THERMO","Z20-J",1000.00,270.00,250.00,230.00,0.01,,,
530.00,"DN3217530","BREATHER ASSY","5BU11",600.00,240.00,280.00,240.00,0.01,,,
575.00,"DN3218400B","STARTER","BBN-J",128.00,1140.00,960.00,740.00,0.80,,,
936.00,"DN321886ZA","SENS SUBASSY-OXYGEN","4Q-",80.00,240.00,560.00,240.00,0.03,,,
535.00,"DN321886ZB","SENS SUBASSY-OXYGEN","4Q-",80.00,430.00,320.00,230.00,0.03,,,
937.00,"DN3218881","CONTROL UNIT","4XX",20.00,560.00,490.00,250.00,0.06,,,
938.00,"DN3218881C","CONTROL UNIT","4Z25X",20.00,240.00,560.00,240.00,0.03,,,
939.00,"DN3218881G","CONTROL UNIT","Z3051",20.00,1140.00,980.00,1124.00,1.25,,,
126.00,"DN3220360A","TUBE ASSY-VACUUM","IIA5",60.00,240.00,140.00,140.00,4.704e-03,,,
14.00,"DN3237790","JACK","4IF8",8.00,450.00,350.00,210.00,0.03,,,
248.00,"DN3237YA1","PLT ASY SPR WHL RET","4C",35.00,480.00,560.00,480.00,0.12,,,
237.00,"DN3237YA2","SE TIR REP","4C-",20.00,240.00,560.00,240.00,0.03,,,
286.00,"DN3237YA3","COMPR ASY AIR","4C62-",10.00,480.00,560.00,480.00,0.12,,,
306.00,"DN3237YA3A","COMPR ASY AIR","4C62-",10.00,394.00,321.00,191.00,0.02,,,
246.00,"DN3242240","COVER-DUST","Z40",45.00,560.00,480.00,480.00,0.12,,,
501.00,"DN3246086","BRKT-CABLE","4B--",90.00,240.00,280.00,240.00,0.01,,,
487.00,"DN3250891","SPACER","4B44--",2100.00,240.00,140.00,120.00,4.032e-03,,,
477.00,"DN3250YH3 95","MLDG ASY W SHLD GAR","IZ82X",80.00,980.00,580.00,260.00,0.14,,,
474.00,"DN3250YH4 95","SPACER","IZ82X",80.00,980.00,580.00,260.00,0.14,,,
449.00,"DN3251580A","LAMP-H/MT STOP","IZ20X",32.00,400.00,300.00,300.00,0.03,,,
507.00,"DN3251580B","LAMP-H/MT STOP","IZ20",32.00,400.00,300.00,300.00,0.03,,,
268.00,"DN3255YH1","KIT TRANS 2ND & 3RD","Z3041",74.00,560.00,480.00,240.00,0.06,,,
733.00,"DN3256037","BRKT-BATTERY","APM19",450.00,1110.00,960.00,230.00,0.24,,,
940.00,"DN3256620","LATCH ASSY-BONNET","4Q-",28.00,240.00,560.00,240.00,0.03,,,
270.00,"DN3256620A","LATCH ASSY-BONNET","4Q-",28.00,480.00,280.00,240.00,0.03,,,
175.00,"DN325697Y","BRKT","APC84",50.00,550.00,330.00,110.00,0.01,,,
941.00,"DN3257720A","BELT-A","4Q-",24.00,240.00,560.00,240.00,0.03,,,
69.00,"DN3257720B","BELT-A","4Q-",24.00,240.00,560.00,240.00,0.03,,,
942.00,"DN3257730B","BELT-B","4Q012",18.00,240.00,560.00,240.00,0.03,,,
943.00,"DN3257790B","BELT-B","4Q054",18.00,240.00,560.00,240.00,0.03,,,
944.00,"DN3257L30B","BELT-B,P/TENS","4DGP",10.00,570.00,490.00,150.00,0.04,,,
59.00,"DN3257L30G","BELT-B,P/TENS","DGP",10.00,570.00,490.00,150.00,0.04,,,
945.00,"DN3257L90B","BELT-B,P/TENS","4DGP",10.00,570.00,490.00,150.00,0.04,,,
65.00,"DN3257L90G","BELT-B,P/TENS","DGP",10.00,570.00,490.00,150.00,0.04,,,
946.00,"DN3258330 68","HANDLE ASSY-IN.RH","4IC1--",65.00,480.00,560.00,480.00,0.12,,,
293.00,"DN3258330A68","HANDLE ASSY-IN,RH","Z3068",56.00,480.00,560.00,480.00,0.12,,,
417.00,"DN3259310E","LATCH ASSY-DOOR,LH","M19-U",32.00,1140.00,980.00,1140.00,1.27,,,
947.00,"DN3259330 68","HANDLE ASSY-IN.LH","4IC1--",65.00,480.00,560.00,480.00,0.12,,,
294.00,"DN3259330A68","HANDLE ASSY-IN,LH","Z30C1",56.00,480.00,560.00,480.00,0.12,,,
948.00,"DN3260K10 68","BLSTR I/PNL KNEE(RH)","4DGP",5.00,480.00,560.00,480.00,0.12,,,
292.00,"DN3260K10B68","BOLSTER ASSY-KNEE","4DGP",5.00,480.00,560.00,480.00,0.12,,,
260.00,"DN326122Y","PIPE ASSY-WATER","4IF4",70.00,480.00,560.00,230.00,0.06,,,
165.00,"DN326124YA","HOSE ASSY-WATER;#2","4Z3071",40.00,480.00,560.00,230.00,0.06,,,
552.00,"DN3261C25","WIRE-TEMP","5F061",504.00,560.00,480.00,240.00,0.06,,,
528.00,"DN3261C35","WIRE-MODE","5I-",504.00,560.00,480.00,240.00,0.06,,,
766.00,"DN3261YH1","ADPT DECPL SNS ASY","Z25",500.00,470.00,270.00,230.00,0.02,,,
949.00,"DN3266120","SWITCH-COMBI","4I83--",4.00,1000.00,1000.00,1000.00,1.00,,,
18.00,"DN3266120B","SWITCH-COMBI","Z3083",5.00,600.00,400.00,220.00,0.05,,,
99.00,"DN3266120C","SWITCH-COMBI","4I-",5.00,600.00,400.00,220.00,0.05,,,
735.00,"DN3266350","SW-P/W MAIN","4I--",72.00,140.00,9610.00,620.00,0.83,,,
327.00,"DN3266470","SW-PEDAL PUSH ON","4Z20",160.00,280.00,240.00,230.00,0.01,,,
950.00,"DN3266DHX","ADAPTER ASSY-TEL","4DX",70.00,550.00,470.00,230.00,0.05,,,
951.00,"DN3266DHXA","MOD BLUETOOTH(ENGLISH)","4I94--",70.00,240.00,280.00,240.00,0.01,,,
200.00,"DN3266DHXE","ADAPTER ASSY-TEL","Z3094",70.00,560.00,480.00,240.00,0.06,,,
308.00,"DN3266YH1","SW ASY HD LP DMR","4IF3--",63.00,560.00,240.00,240.00,0.03,,,
952.00,"DN32676V0","UNIT-VOICE","4XX",70.00,550.00,470.00,230.00,0.05,,,
953.00,"DN32676V0A","MOD VC ACT VEH CONTR","4I55--",70.00,480.00,560.00,480.00,0.12,,,
620.00,"DN32676V0E","UNIT-VOICE","Z3055",70.00,560.00,480.00,240.00,0.06,,,
358.00,"DN3267KB1","CAP-BAT","4I54--",100.00,550.00,480.00,220.00,0.05,,,
587.00,"DN3267KB1A","CAP-BAT","Z3054",100.00,560.00,480.00,240.00,0.06,,,
792.00,"DN3267P43","PROTECTOR","4C-",2500.00,240.00,560.00,240.00,0.03,,,
661.00,"DN3267TC2","COVER-CONNECTOR","4C-",1300.00,240.00,560.00,240.00,0.03,,,
448.00,"DN3272YA6A","GUARD-F STONE,RH","5BU41",800.00,240.00,280.00,240.00,0.01,,,
447.00,"DN3273YA6A","GUARD-F STONE,LH","5BU61",800.00,240.00,280.00,240.00,0.01,,,
769.00,"DN3343490A","HOSE ASSY-VACUUM","4HA05",40.00,480.00,560.00,120.00,0.03,,,
110.00,"DN3409010","KEY SET","4Z20",20.00,400.00,300.00,120.00,0.01,,,
21.00,"DN3409010A","KEY SET","4Z20",20.00,240.00,140.00,120.00,4.032e-03,,,
789.00,"DN3413390","INSULATOR ASSY-EXH","4IA3--",60.00,560.00,480.00,240.00,0.06,,,
796.00,"DN3415025","FAN COMPT-ELECTRIC","9RAD-F",24.00,1140.00,980.00,750.00,0.83,,,
954.00,"DN3415185","HOSE-WATER.LOW","4I98--",30.00,480.00,560.00,480.00,0.12,,,
754.00,"DN3415185A","HOSE-WATER,LOW","Z3082",30.00,480.00,560.00,480.00,0.12,,,
955.00,"DN3415186","HOSE-WATER.UP","4I52--",50.00,480.00,560.00,480.00,0.12,,,
956.00,"DN3415242","RUBBER-MOUNT BRKT","4IX",6.00,410.00,310.00,290.00,0.03,,,
832.00,"DN3415242B","RUBBER-MOUNT BRKT","Z2015",800.00,400.00,300.00,280.00,0.03,,,
957.00,"DN3415384","HOSE-SUBTANK","4I93--",30.00,480.00,560.00,480.00,0.12,,,
761.00,"DN3415384B","HOSE-SUBTANK","Z3081",30.00,560.00,480.00,250.00,0.06,,,
798.00,"DN3415909","BELT-V RIB","Z8473",90.00,560.00,480.00,120.00,0.03,,,
388.00,"DN3417530","BREATHER ASSY","4J71-",100.00,560.00,480.00,120.00,0.03,,,
614.00,"DN3417530A","BREATHER ASSY","4Z84",100.00,560.00,240.00,480.00,0.06,,,
958.00,"DN3418881","CONTROL UNIT","4IXX",10000.00,560.00,360.00,180.00,0.03,,,
6.00,"DN3437160","NUT-HUB","4B--",200.00,240.00,140.00,120.00,4.032e-03,,,
108.00,"DN343717XA","CAP ASSY-WHL","2M17",24.00,560.00,480.00,250.00,0.06,,,
780.00,"DN34437A0","HYDRAULIC UNIT-ABS","2M190",126.00,1140.00,980.00,620.00,0.69,,,
959.00,"DN3446086","BRKT-CABLE","4B87--",240.00,240.00,280.00,240.00,0.01,,,
521.00,"DN344610XA","CHANGE COMPT","M19-U",15.00,1120.00,960.00,480.00,0.51,,,
429.00,"DN3451040B","LAMP-HEAD,LH","LAM-U",10.00,1120.00,1470.00,1010.00,1.66,,,
960.00,"DN3456620","LATCH ASSY-BONNET","4Q-",28.00,240.00,560.00,240.00,0.03,,,
155.00,"DN3456620A","LATCH ASSY-BONNET","IQ-",28.00,280.00,480.00,240.00,0.03,,,
801.00,"DN3456YB1A","FUN FU FILL","4I--",120.00,560.00,480.00,240.00,0.06,,,
387.00,"DN3458330 68","HANDLE ASSY-IN.RH","4I63--",96.00,480.00,560.00,480.00,0.12,,,
386.00,"DN3459330 68","HANDLE ASSY-IN.LH","4I62-",96.00,480.00,560.00,480.00,0.12,,,
805.00,"DN346122Y","PIPE ASSY-WATER","4I96--",55.00,480.00,560.00,480.00,0.12,,,
808.00,"DN346124X","HOSE ASSY-WATER","4IA3-",80.00,560.00,480.00,230.00,0.06,,,
793.00,"DN346124Y","HOSE ASSY-WATER;#2","4I73--",60.00,480.00,560.00,230.00,0.06,,,
961.00,"DN3466120","SWITCH-COMBI","4CX",14.00,560.00,470.00,170.00,0.04,,,
278.00,"DN3466120B","SWITCH-COMBI","Z3018",5.00,600.00,400.00,220.00,0.05,,,
419.00,"DN3466120C","SWITCH-COMBI","ZAA",5.00,600.00,400.00,220.00,0.05,,,
343.00,"DN3466350","SW-P/W MAIN","4Z3047",63.00,480.00,560.00,480.00,0.12,,,
589.00,"DN3466YL1A","CONTR ASY RADO SPKR","5CW51",980.00,240.00,560.00,240.00,0.03,,,
962.00,"DN3518881","CONTROL UNIT","4B36--",10.00,360.00,270.00,270.00,0.02,,,
622.00,"DN3518881C","CONTROL UNIT","Z2036",10.00,350.00,280.00,280.00,0.02,,,
963.00,"DN3542411 AA","PANEL-FILLER LID","4XXXX",36.00,310.00,220.00,220.00,0.01,,,
87.00,"DN3542411 BB",,"Z20",36.00,310.00,220.00,210.00,0.01,,,
177.00,"DN3557620A","BELT-A","3B-",49.00,240.00,560.00,240.00,0.03,,,
964.00,"DN3618881","CONTROL UNIT","4ID6--",20.00,480.00,560.00,480.00,0.12,,,
965.00,"DN3618881H","CONTROL UNIT","Z30D6",20.00,560.00,480.00,240.00,0.06,,,
686.00,"DN373210XA","SHAFT ASSY","TRW",32.00,1480.00,1150.00,1180.00,2.00,,,
517.00,"DN4415200A","RADIATOR","2RAD",16.00,1180.00,1130.00,860.00,1.14,,,
966.00,"DN4418881","CONTROL UNIT","4A",1000.00,240.00,280.00,240.00,0.01,,,
469.00,"DN4818300","ALTERNATOR","BAO-J",60.00,1140.00,960.00,730.00,0.79,,,
431.00,"DN4851170B","HOUSING ASSY,RH","4D--J",16.00,560.00,450.00,480.00,0.12,,,
430.00,"DN4851180B","HOUSING ASSY,LH","4D--J",16.00,560.00,450.00,480.00,0.12,,,
259.00,"DN4857730C","BELT-B","IXXXX",18.00,380.00,280.00,200.00,0.02,,,
235.00,"DN4866960A","SPEAKER ASSY","4I23--",140.00,550.00,490.00,180.00,0.04,,,
